Temperatura,Hora,Dia_Semana,Consumo_Energia
13.185337822290808,23,4,335.1048936149144
19.95134647645031,24,5,421.86135462446265
28.095771305025988,1,6,335.22167576404405
35.2874773485585,2,7,492.3422401135761
25.10396853837704,3,1,351.2353931397606
21.35998529385433,4,2,325.18990466055607
24.0855177944758,5,3,319.7365122009893
31.874382095740923,6,4,446.46956705222715
21.770179104377323,7,5,315.5749079022311
21.00403996674873,8,6,334.07351489880796
22.58628238908984,9,7,338.9773352324076
20.233356958706437,10,1,327.7786908884575
25.613351579973976,11,2,389.04628576448744
33.1233922923478,12,3,486.74968360518847
26.615396365580146,13,4,393.524144198425
23.738232489368563,14,5,377.4060914732141
23.54094365542228,15,6,405.67490417951234
17.184045956516716,16,7,382.89005706265345
29.415548885735795,17,1,485.7072652484181
24.61081401493599,18,2,411.7629073058141
24.09760043204687,19,3,419.63372091902255
40.965537839224304,20,4,598.2871585152947
26.49376454182843,21,5,447.94914640557016
21.24104474952408,22,6,422.4716108299794
22.868212018972283,23,7,427.0315898500073
30.742228545983775,24,1,542.5793331580351
25.56635205268882,1,2,348.3746447209356
17.808610108413166,2,3,305.5961054785568
29.59614467287602,3,4,395.63173504312925
21.65927957230503,4,5,302.16899834029044
34.366488881087726,5,6,494.2112964317217
30.400240328573243,6,7,376.5028483465101
22.763390521706246,7,1,344.8591307109639
31.405081808675565,8,2,435.5102610501478
25.339277552637018,9,3,439.5589009875015
29.263868375611096,10,4,466.77586143904114
27.423664086472375,11,5,444.1152037375677
20.768216725045633,12,6,343.06899400292974
21.78225083841269,13,7,410.3460684609624
30.149804087905807,14,1,475.8650809558775
23.326123339467294,15,2,421.8065008007354
22.981757683790015,16,3,404.4114844600243
20.224387103253235,17,4,374.25453960606734
27.117995327967307,18,5,441.14437980114553
35.31262459621573,19,6,525.9334460937741
19.662335428728635,20,7,387.79318726084796
25.12109728336379,21,1,460.5549688091457
32.061102777077146,22,2,523.9816003666978
24.601793043771423,23,3,482.2084102916913
27.26185898124867,24,4,421.2835284376721
19.688032359265602,1,5,297.07806855108
27.141535486038244,2,6,377.770128993562
24.064278674977256,3,7,357.58204411487594
29.928649978399314,4,1,414.9890709629259
30.936930257823754,5,2,432.5277039259167
37.94781821009307,6,3,520.1971497672251
27.898165866067878,7,4,431.80498674628234
26.628981582910832,8,5,385.27909612553293
25.97192150788668,9,6,392.058730741418
23.23416853594656,10,7,394.91316464644075
26.692419217308455,11,1,376.4436506555075
23.522992949304854,12,2,375.4296774967568
25.84230488134807,13,3,443.73976838553995
31.5879876780398,14,4,495.73063345256406
19.967287173601793,15,5,370.12177595455177
30.699392805645225,16,6,460.0219905942699
31.58557533669933,17,7,462.2193833872849
24.409657365044605,18,1,419.2722612655986
14.390725504957027,19,2,363.8674194659441
21.960890064527838,20,3,398.04004686217144
31.484972732805545,21,4,509.8781866128486
24.88565968850559,22,5,428.782443987821
20.003488838525445,23,6,413.89036898723504
22.47612539385891,24,7,412.9867283316603
29.203100132522763,1,1,392.07912352213935
27.7336678410069,2,2,347.66903574921247
23.80533950415153,3,3,311.7860303174165
23.165877940926563,4,4,339.8122432756958
23.04120925478089,5,5,313.90894944385366
20.387949077507486,6,6,357.98122356176486
33.07687844734721,7,7,403.53832223122714
23.3883976539433,8,1,354.8804705661509
31.085792604127484,9,2,450.19194338662584
32.60658025961226,10,3,459.7631438402069
29.9915544907398,11,4,420.83263577411964
22.841898436409757,12,5,354.26042757419225
27.018650451683047,13,6,397.37342296684574
24.879021968045418,14,7,392.05578578405294
20.48149069634936,15,1,415.8534887538421
26.621796408608017,16,2,441.77671001724434
19.10480104420099,17,3,390.7060202297604
30.93839694230782,18,4,497.523496339641
22.676913513508033,19,5,429.0463830947247
26.005798279364196,20,6,386.05869674177023
26.41643935773071,21,7,442.0752331543425
23.705475131479613,22,1,470.1974597778104
27.933469007376374,23,2,476.89997361877704
22.62548171688738,24,3,472.50428046626604
29.35648648728622,1,4,416.24266794821744
18.270101598766257,2,5,268.3184016651133
25.63189789773206,3,6,343.2557085963935
34.694644995291426,4,7,425.67433310582487
19.998343376972127,5,1,309.39154913244533
21.611275147375743,6,2,315.46097019037916
27.569539248294575,7,3,410.27161609160584
25.89790890969799,8,4,357.8581592300512
26.753150496367795,9,5,409.6061652874824
27.445935650738317,10,6,419.02093044538816
28.17360734280885,11,7,382.51198532441003
30.548499209781117,12,1,493.48136422437796
27.049093284642563,13,2,439.76311873473
23.793711726907286,14,3,413.93107769797024
28.362868506013655,15,4,431.4553810292811
34.49940967447608,16,5,522.4416791142231
24.33683126808713,17,6,432.8961816753126
20.127353476646793,18,7,368.3013667863744
30.53540334643486,19,1,537.3924826493159
24.398094180232007,20,2,438.86223450057884
14.136652269929819,21,3,360.18223870834765
29.23710838575211,22,4,496.23126000269417
22.323359070230385,23,5,434.9440213594412
24.547333588479198,24,6,414.04669053209653
26.659901652845072,1,7,358.02009129275797
25.952498398895333,2,1,351.82548196380804
28.5472590856952,3,2,377.5446247413982
22.822568147150783,4,3,374.1077451608274
27.565528990880413,5,4,384.3798849475572
23.702266612080415,6,5,331.95662950129423
28.694052404437514,7,6,396.75789148219764
28.076837420065267,8,7,373.75936962221436
20.322806489777022,9,1,373.9057542616956
30.42991058087516,10,2,434.3854909254213
22.32018277442976,11,3,379.787826423171
29.040288991405724,12,4,465.52502419826374
26.836436567006704,13,5,408.3613120457725
34.190918383975614,14,6,504.5496324852118
23.88267008814074,15,7,372.2249797833188
23.253416019409013,16,1,458.44955157636383
24.902901970561338,17,2,446.7566223979458
23.484101085828623,18,3,411.98888208307017
28.99970950971025,19,4,457.5404204793232
16.91844695781706,20,5,351.9045385213781
19.73158790426823,21,6,377.5162045956519
19.660985392104035,22,7,424.66874500103046
29.75153795986788,23,1,485.00468515438075
33.553066862909624,24,2,552.2266970949003
24.477753907312643,1,3,340.41077774045226
24.155891384049948,2,4,337.2107078336021
25.350260815565907,3,5,351.3302750568922
30.809391513040953,4,6,407.77249892799983
20.36323432904713,5,7,325.09366461711335
26.191844913673926,6,1,401.0981380665879
29.87598814891215,7,2,436.1381137165772
27.505470849699226,8,3,345.37492125408687
25.947908082993717,9,4,398.47497831320044
30.005230462835705,10,5,401.9395174249554
11.483838535003814,11,6,264.76478861275467
28.38937659765454,12,7,452.3837133279557
21.72962158436288,13,1,360.77143359185783
15.846835515717716,14,2,317.232740710323
27.556012997624904,15,3,429.5730158751891
31.86829272581479,16,4,511.3915627732839
24.31275742686154,17,5,415.02813197405686
29.764372736014693,18,6,504.2103149714736
33.06139128994323,19,7,512.8889969583801
31.57457226792024,20,1,517.5947262919187
33.199822646856965,21,2,532.3623621206264
28.71063745535946,22,3,504.4662165387413
25.377168194507963,23,4,422.0179579801728
16.990170940514158,24,5,376.60858851555173
23.769687559350256,1,6,323.2959467189433
20.783767023419042,2,7,311.3460467773458
35.85471358748907,3,1,466.79310375741
24.120570937838316,4,2,334.43102069512975
25.61602403392243,5,3,372.30725383761825
27.75742688020234,6,4,373.9174582246565
25.218012231862268,7,5,333.67487806687296
33.47525520215376,8,6,471.29500165124745
21.88675319132774,9,7,354.4487633671708
25.973037276186215,10,1,416.07219164173364
21.28764707150976,11,2,387.9350391540138
18.39988744389647,12,3,321.6982366328862
21.941154545473573,13,4,343.78926259931063
24.81481601475794,14,5,401.7475646114185
22.8534888774137,15,6,378.5848827800188
21.53789510063072,16,7,357.53303667090586
17.96841268164083,17,1,360.0871437466524
24.584472136856526,18,2,417.6126184444736
17.476398129844988,19,3,324.04387563131326
28.80027981844801,20,4,467.17926436860495
25.412198764672517,21,5,421.39448431264805
17.71224250267535,22,6,373.75538645897194
23.453954614750682,23,7,415.4188509826937
21.239217972047083,24,1,451.6248092032919
26.5958725520959,1,2,397.0360468663163
31.70225223011572,2,3,431.61014976139535
15.624137651771278,3,4,228.22085287804634
25.575130395737087,4,5,390.85522393495165
24.199336022166797,5,6,380.50776922914326
28.356700382252328,6,7,392.94281404868207
26.065983141188447,7,1,419.1183546185951
21.240153341305906,8,2,335.36803065212547
23.40473032166691,9,3,332.7223845196773
21.019870715982556,10,4,332.9930183873937
30.38003569299299,11,5,478.386374250825
25.10655824335971,12,6,363.24398396136763
34.50595342876504,13,7,489.04995992628034
24.696695930926897,14,1,414.6498371760732
21.457966165447687,15,2,373.3201767751206
17.431428036935863,16,3,336.44384837261634
15.984301618720275,17,4,334.2879988719268
17.079320284972553,18,5,334.549956011031
26.335633255057417,19,6,411.91516260721556
27.54362511614967,20,7,458.73689002036576
17.094046489839332,21,1,394.4077965472928
29.475191570380577,22,2,516.1433660768741
22.5846947415828,23,3,415.6522380680318
25.733965059927748,24,4,440.315092291724
33.06110314127712,1,5,414.92727376967565
29.48419657932766,2,6,418.19779598918984
23.657346760470837,3,7,343.48542918389927
20.544038872923565,4,1,336.51968226512037
14.240922993353475,5,2,279.2063689692447
21.4042334037879,6,3,343.45766528825067
23.944348805861527,7,4,364.8556590108868
20.06410236424408,8,5,338.88716157540017
24.343715164538477,9,6,359.5138295610244
25.384259414793842,10,7,354.55333392061203
23.875720090959607,11,1,405.2171396020825
21.7499870958827,12,2,396.25463307381153
25.84327335983364,13,3,392.06809481121576
27.209703247847045,14,4,446.53546212678845
19.548004612785768,15,5,389.09536039562147
32.054661898731354,16,6,482.50169495217114
24.507059338578692,17,7,392.710549690952
25.094248114724238,18,1,440.40285461777745
28.541072116282784,19,2,463.4000417988138
26.166080656317508,20,3,440.32620436404704
29.765683169566223,21,4,499.3205130410931
26.43562082600912,22,5,427.2816187594933
21.93781312679781,23,6,387.49955281813357
26.80751762603051,24,7,467.460993867784
19.28136896339669,1,1,294.36751885571823
25.542798528882617,2,2,366.2990768296249
24.833850046777695,3,3,391.84300823744474
23.959415713637302,4,4,349.68443785788946
24.357312442805345,5,5,365.5365674347494
15.590754772511804,6,6,248.3968890128254
22.256375461295193,7,7,351.92250788328266
25.464224505705573,8,1,381.11442775484215
25.799281959987002,9,2,398.4212362514919
19.86162429537021,10,3,337.43927045231885
31.328539204323505,11,4,476.94487674151566
20.669125758927496,12,5,325.491726501775
29.847286002633684,13,6,399.80808733403603
27.135971809358423,14,7,416.0910641518257
21.768863450780984,15,1,399.05925964591233
33.87655446304756,16,2,515.8109321466256
19.0318158412176,17,3,390.9622431604542
29.595770868050007,18,4,482.7051621640934
30.002911590214893,19,5,468.75214926495175
21.646898954616777,20,6,351.96058646337417
31.962326500321645,21,7,498.877020319312
23.749767427005235,22,1,465.05685431520834
26.443468146399287,23,2,465.5937258106506
26.301609193856102,24,3,474.5824972121163
24.32845629264726,1,4,344.7117680126068
29.05404136579891,2,5,365.2345661729928
28.967443602761065,3,6,399.13915396038703
16.257340133809095,4,7,294.31583713812506
31.521701214390763,5,1,433.7607451060395
16.68754005982163,6,2,268.29411216157024
30.162731021708286,7,3,426.2952896766434
30.633525684137915,8,4,389.8475746692018
19.54516784892401,9,5,332.18974376877236
22.945928560227077,10,6,370.50477315524233
19.47147665757032,11,7,362.22749245261446
23.925394848556323,12,1,392.37405263423074
23.459828579071292,13,2,401.76799255364233
28.898302661346698,14,3,432.7572645657489
31.55154373059804,15,4,471.38689489547886
31.97841905394978,16,5,454.2804818062538
22.18915986710849,17,6,384.9958062454202
23.95389063127736,18,7,402.43272324240235
16.58280903889525,19,1,363.8120857107304
20.970649667519055,20,2,391.2345590685378
29.824258165487286,21,3,495.9094886743747
33.07791411774116,22,4,522.1115400652583
18.82825564060039,23,5,381.6525686400136
22.037678704235528,24,6,423.98403356161595
24.867971215205365,1,7,333.49017099839386
26.400805794098034,2,1,386.2315387220131
20.95198240039177,3,2,316.106963321321
27.120305222320447,4,3,375.2053452407444
22.63080326464542,5,4,335.6918837447097
24.927738645608603,6,5,349.98410411926614
27.7314212400185,7,6,387.11599052885157
25.032111349054688,8,7,409.94428775201146
22.818070547367157,9,1,351.9271302597542
24.451950980370846,10,2,382.94638312612227
24.558185203973323,11,3,383.83207877433944
23.14994485058936,12,4,374.5560162610056
23.706019686664487,13,5,380.435410689077
32.99323585252358,14,6,487.51716054965584
27.804597239706194,15,7,397.842470369226
23.522598409854197,16,1,432.96941354918204
28.484772022553678,17,2,476.4993762183807
23.33090255121995,18,3,389.4515937909368
30.865623187933206,19,4,446.274686420284
26.84821096099047,20,5,433.94066668707666
24.463489279978855,21,6,426.78156357124607
27.238584629051388,22,7,512.9916842643294
17.145619239657503,23,1,394.3213316960605
19.366162655450974,24,2,371.50983357088063
19.030374968004722,1,3,272.5106395820283
25.714715473818533,2,4,354.0829060127257
33.66257499742546,3,5,441.69942106021654
36.15650073096316,4,6,437.27003010342315
28.190255507203787,5,7,383.20275051249666
27.504222374722286,6,1,387.68944099501203
15.994711329236305,7,2,266.8719420403167
22.28663100132989,8,3,359.058222947278
21.061081240458805,9,4,359.08835587344447
21.89576200874442,10,5,370.77844562667656
24.159280907076052,11,6,390.080536093438
22.639547111514364,12,7,355.4480804523384
15.103500948121061,13,1,327.32600471048073
28.73955128058767,14,2,457.5766015679625
19.636284871300965,15,3,365.0416863720499
26.196234320555746,16,4,417.72848077152145
35.370413348749864,17,5,513.7666109406681
20.403077042067885,18,6,377.50850914316993
12.348562386268352,19,7,346.2831132023935
23.569978890599447,20,1,438.72463850782225
30.504798174992857,21,2,491.82421170492285
34.79173727110297,22,3,532.2695838116408
18.852252027737915,23,4,381.6871880242551
27.483496116182607,24,5,523.3808301128074
22.673447716099734,1,6,305.7493442420781
24.47025822847932,2,7,351.83999297699893
38.221716735085174,3,1,486.6986024414246
17.485148358024233,4,2,294.0751744058349
26.268698307472867,5,3,394.5218885549031
27.338465858827167,6,4,379.9466015920732
30.428931624696737,7,5,411.467083163912
25.48991576735448,8,6,410.0765515626514
26.54025269752051,9,7,409.09438487312104
23.041757162891045,10,1,393.23101800272497
26.345634706225535,11,2,428.20187292471365
23.28403862251295,12,3,393.0318959913508
28.107859449280255,13,4,474.4341107563039
23.15194831978183,14,5,387.3976492353614
26.885501969510933,15,6,437.4002670391277
24.853685931575107,16,7,378.5186007438708
30.63025125386084,17,1,471.80329880678363
24.74303138205757,18,2,407.41393382387486
16.134837658965594,19,3,372.8296482599789
31.309607503569957,20,4,450.0452719952846
20.471338495686904,21,5,386.6671845018146
21.7311683067559,22,6,349.4375510143465
22.02169352978254,23,7,397.5911773881876
31.872190465854086,24,1,525.9029256639035
14.321628930106522,1,2,269.9137111769461
40.688742668299966,2,3,515.8199854674288
30.28028404533026,3,4,389.1400099867232
26.1161945706458,4,5,387.4812201010945
24.725529996918567,5,6,354.6119450597808
26.427770374288286,6,7,374.0290409170279
27.605612141896692,7,1,384.0026912635271
28.226077929750286,8,2,396.46050501944006
27.778022330017244,9,3,397.27827730126194
25.447903406276243,10,4,393.40825952584623
24.01330789846337,11,5,381.69079352424717
24.243633581732443,12,6,415.31818908780537
24.025458598236597,13,7,391.95568934112265
30.668850484335323,14,1,419.5371909699111
27.967783611404307,15,2,453.9306758714769
10.298056826678598,16,3,244.98024114343536
28.279503882648804,17,4,436.4756203342573
25.973680973593876,18,5,418.4934203014122
24.90645621777051,19,6,412.7977957074591
23.05740773455557,20,7,382.07108950474964
30.620563599930065,21,1,512.2752760683463
29.737632310614288,22,2,473.16027740432366
21.135611660881956,23,3,424.4894687538165
27.035261435622676,24,4,523.0920358974594
20.14171632729357,1,5,264.82998209425443
18.101909176055347,2,6,267.32888567376904
21.866413877050174,3,7,262.1949915202523
29.311967361913794,4,1,404.1009677597353
29.765625226880434,5,2,429.51059532143404
27.565427100486467,6,3,411.06705563201
28.625478934239986,7,4,410.8020639480818
27.58089143557479,8,5,418.59418285092744
21.792592023885238,9,6,395.8470109577082
27.159612723369705,10,7,434.8422209824491
29.002047626138413,11,1,431.5700576731914
28.771456649067872,12,2,412.69248676134396
30.944566857373214,13,3,457.32264024225606
28.541519236005318,14,4,424.4755370477062
26.757241037707914,15,5,436.59936133437174
30.350751191582138,16,6,441.88364112723144
24.8673937037547,17,7,411.2174883857402
20.59062674386141,18,1,409.66654852934033
24.18466518028118,19,2,428.8327343464682
21.275486775967757,20,3,384.8285913047216
21.62410862512809,21,4,432.7373674029947
24.27740664642241,22,5,400.1944475691476
21.037900395000193,23,6,400.82310283245266
23.4601923518048,24,7,432.76872305042133
15.531926665231072,1,1,257.6374398203033
26.066468536864694,2,2,368.27460649020855
25.006027376811122,3,3,368.26907016430107
20.914556844659046,4,4,316.4374196656834
28.296228342162024,5,5,385.6011177787466
29.68785068813279,6,6,400.726719988134
16.962200678155128,7,7,271.39169074078416
21.18637610716893,8,1,364.6146275582266
21.15428825106351,9,2,337.6123129211048
20.300484494455677,10,3,360.9402671247217
29.147374209658743,11,4,434.85372374178485
24.030869306135983,12,5,374.8835969242372
23.677425793446947,13,6,396.14240224935213
14.980688177966233,14,7,284.25780328519994
28.17709015104613,15,1,466.53458232502555
18.80370802573264,16,2,366.2916026811621
25.299663151331643,17,3,417.070137731478
26.386884689790957,18,4,452.44154320460075
31.803292979193255,19,5,508.96472430570526
18.45589800440444,20,6,389.70937216024356
9.902439220895873,21,7,302.34733245714466
25.919247723768475,22,1,476.0179576522104
34.00255590755427,23,2,526.4737400513674
31.19473176469719,24,3,571.919057410453
26.048297076373128,1,4,325.41064654229507
22.541819071839765,2,5,339.40345420404384
29.035612983186553,3,6,395.9818061695915
20.132269001477656,4,7,276.83984256515424
27.381788846781095,5,1,393.331869690241
27.527350795833133,6,2,397.6984502334385
30.3010495374944,7,3,455.1221496911545
38.79830019455539,8,4,501.7167839399497
26.962079835893835,9,5,394.38189823045127
22.455181871462507,10,6,309.83042661419984
24.87212843904003,11,7,417.4165402528718
16.15462047555441,12,1,297.13683989514266
21.52643434455471,13,2,380.8025607303306
22.95358780943448,14,3,388.5077214999075
22.379558010327038,15,4,384.83556076760357
25.76177436016861,16,5,438.8149832991036
20.887900338088997,17,6,409.30425258696266
30.605153336622358,18,7,480.0814067650634
25.001035324590987,19,1,455.1119135985204
24.953498394306926,20,2,450.1128146776101
23.36052641743541,21,3,449.9558926529666
25.775953419294897,22,4,446.50120660322244
29.125491323338174,23,5,512.76272432171
20.664348921445498,24,6,430.85348652740265
21.709417554623716,1,7,322.74491571989535
23.481369856116675,2,1,328.6107412144372
18.270645382633926,3,2,288.33970114159547
20.903710701392512,4,3,324.82644678953386
22.618895632276704,5,4,311.7721154261869
29.37194590356364,6,5,440.61786319735666
26.312806645009626,7,6,379.8825357800527
25.967949556837723,8,7,384.35805332047164
29.25448981083986,9,1,423.0048093138546
24.313141058003016,10,2,360.5938593926897
26.952324249644448,11,3,403.4426447869491
24.48389123533752,12,4,397.222996106047
26.326811746998143,13,5,426.73669372505526
22.08620671194209,14,6,376.0978979314753
12.805914208617855,15,7,288.99362241101755
24.32860418906848,16,1,413.5455143970572
32.1137406804997,17,2,510.06237812990554
29.631077011207964,18,3,506.9674274397978
29.826987422955852,19,4,495.3656630783383
31.18065360903109,20,5,512.9973738553697
25.443287954807186,21,6,447.3132075342045
25.986578537027977,22,7,418.8026839782877
21.91174052282825,23,1,410.2240746156576
23.41963571986475,24,2,457.29387321192434
28.07885574885571,1,3,376.5697764493554
31.019422185844082,2,4,416.9910795878974
24.302768621595003,3,5,376.55615457283153
22.749053675742942,4,6,344.0112567420161
25.002639794282988,5,7,379.2041220576863
28.006033744645574,6,1,408.9539652358703
17.78072591933229,7,2,290.66294564363415
13.51909523431381,8,3,265.0336291588512
22.247315752542082,9,4,339.378121251038
18.896437870429207,10,5,355.13027783974104
22.459299011763445,11,6,377.4008116483439
24.26109840591264,12,7,392.021233991692
22.733757954884933,13,1,414.0564435934114
32.26233767235372,14,2,446.22224843307276
26.6337238230116,15,3,444.0999972569692
26.502371798054142,16,4,406.81080229445394
28.11103572021701,17,5,450.9652432328569
19.305834411096154,18,6,358.82419226161727
30.195558937101342,19,7,489.1903216129524
24.6211785673227,20,1,447.77553145244616
28.352403086206063,21,2,509.4263743342964
19.64071383479922,22,3,385.3691951293399
17.23120616991968,23,4,389.4943494918625
29.089448290125144,24,5,499.13894723922806
26.882047630487584,1,6,323.1146709034448
20.48974222821245,2,7,275.5250931116638
20.651684593626527,3,1,315.5192852658219
30.627173922073847,4,2,442.51758821857305
19.05294053566336,5,3,315.8038665077759
33.21336476627982,6,4,426.7836311851839
20.496896326760655,7,5,322.16263870666336
28.191959628041914,8,6,444.2757252562797
23.356907621255075,9,7,359.7935429093679
28.015937155411716,10,1,420.61286005266925
22.279429989429037,11,2,381.62909270941475
24.18603546963853,12,3,408.1282162880247
25.204595876978605,13,4,395.92259182018483
19.989062721092637,14,5,364.9421226983551
28.704121727100627,15,6,437.46342733759013
22.433932167642073,16,7,397.7258737130095
23.857000423299908,17,1,423.96386739242473
20.028253126957438,18,2,393.92188781063226
12.188331706023448,19,3,292.69964613688444
24.044861186999157,20,4,412.02288418853436
37.063077108064576,21,5,579.5407171738336
28.92302143949012,22,6,479.64228676719137
24.903698101328025,23,7,448.73767585526747
23.68554585395866,24,1,447.7275499978562
25.11232946406023,1,2,368.0978301208752
27.73559557587605,2,3,366.19975615816736
19.095935923455777,3,4,291.24733443654014
30.571608473344362,4,5,426.4359409875062
28.57690657720622,5,6,416.22841975534755
28.59092862853967,6,7,384.43410046486304
27.192378694048635,7,1,443.117466579604
25.09808328846995,8,2,391.2456667585718
28.3643061798341,9,3,398.7844965621662
27.95907066870689,10,4,424.97174765886825
23.22979644529488,11,5,364.6379801632796
22.131991135515495,12,6,372.0012810988185
25.509281476309933,13,7,398.23568980989256
32.74510075747594,14,1,495.9364813785623
18.804464621730496,15,2,338.81277868558203
17.662373671237802,16,3,367.4249613267052
25.823804206182583,17,4,408.11549471880517
25.25443850928009,18,5,405.369087184701
25.86670832185204,19,6,443.01429020147015
26.219765989542502,20,7,473.25454483898443
23.883988726825976,21,1,433.7880253269716
32.44931719301041,22,2,542.5126183841835
16.99548010761742,23,3,397.42160461344514
20.85751487609877,24,4,432.8688375068691
24.483726199254765,1,5,328.613096209074
16.784055944229163,2,6,238.01962509841013
24.120727977839643,3,7,291.0563284649693
33.30735082864009,4,1,444.81669829715304
25.10443244147981,5,2,393.6060717860416
26.153504528593416,6,3,360.0517255906955
18.6991761741371,7,4,323.99595869174635
21.918192959802614,8,5,325.1788789969887
23.124018098380315,9,6,360.36163251153994
23.41142451621883,10,7,377.2700774452887
31.408218975018844,11,1,452.8922810134199
27.78845530362562,12,2,435.29424665019445
19.44271021531484,13,3,342.1252754186418
26.232523892160025,14,4,434.4282121003638
27.491108742483924,15,5,439.61743079453197
30.700745192606334,16,6,470.1376054146487
32.90270343284187,17,7,524.1940335312582
19.924529040860655,18,1,399.4914132559726
20.94571244394831,19,2,384.6500871169573
18.71211070542692,20,3,376.403829038314
23.829900704465093,21,4,429.7810313430577
27.331791872231673,22,5,469.92431017482096
29.93667258294551,23,6,546.8569113616051
24.620244881787386,24,7,452.6194866720938
23.40076238372578,1,1,295.2895724351623
25.758789961243703,2,2,350.7319201780977
20.824285491849885,3,3,275.5954131685827
35.44769360847387,4,4,455.88097094382186
16.961694864409708,5,5,239.87074404956851
25.923702894478623,6,6,353.8052195234177
35.1180310961482,7,7,434.7658803687996
25.033999222799988,8,1,395.02319578734944
24.049804824992528,9,2,379.50883550250285
23.212772885947864,10,3,379.18697500945325
24.09804159118796,11,4,381.8893881405091
31.864242373382652,12,5,435.7564687297381
13.940690443352466,13,6,296.6773318186194
32.66716850648163,14,7,514.1161762702054
17.880214237749275,15,1,358.9863939496237
23.666738353827927,16,2,402.148891551928
22.853777898506692,17,3,375.97643546295797
27.9427663488536,18,4,439.2663240733367
17.009378240581263,19,5,359.15457553725383
27.310863330409713,20,6,476.5709938400846
35.12154811643426,21,7,540.4328046587822
18.184129977035948,22,1,404.83904556447914
25.94853083805198,23,2,482.63887326106465
21.690089111016956,24,3,438.03157893788796
27.12943603096518,1,4,351.12488840442666
25.09573888707876,2,5,349.43585911029066
21.79256545477845,3,6,297.95809847014175
